BE No,BE Date,Job No,HAWB/HBL No,AWB/BL No.,Type Of B/E,No Of Pkgs,Unit,Invoice Number,
,,IR/52902/25-26,8YM8323,17624852391,SEZ-T,3,PKG,7074495,
7093362,24-Jan-2026,IR/52903/25-26,HAJ00022207,50180185044,Home,19,PKG,"65487489, 65487490, 5314558512, 5314558511",
6942157,17-Jan-2026,IR/52904/25-26,028723,23587009381,Home,1,PKG,1-31397,
6950697,17-Jan-2026,IR/52905/25-26,I158859,09843699795,Home,1,PKG,3770818,
6995504,20-Jan-2026,IR/52906/25-26,SIN76031490,09830008101,SEZ-Z,3,PKG,"7060221, 7067091",
6952957,17-Jan-2026,IR/52907/25-26,I166410,09843699795,Home,1,PKG,3771289,
6982949,19-Jan-2026,IR/52908/25-26,ORD0663551,72487238620,Home,1,PKG,0621220320,
7002307,20-Jan-2026,IR/52909/25-26,,12521466944,Home,2,PKG,5314558556,
6987215,19-Jan-2026,IR/52910/25-26,AAI0035641,17615752671,SEZ-Z,1,PKG,7044589,
6987219,19-Jan-2026,IR/52911/25-26,AAI0035640,17615752671,SEZ-Z,1,PKG,7044588,
6987270,19-Jan-2026,IR/52912/25-26,DKC2512303,EGLV157500368997,Home,48,PLT,CM-CYMT-251201,
6987053,19-Jan-2026,IR/52913/25-26,AAI0035642,17615752671,SEZ-Z,1,PKG,7044591,
6992807,20-Jan-2026,IR/52914/25-26,AAI0035643,17615752671,SEZ-Z,1,PKG,7009699,
6978296,19-Jan-2026,IR/52915/25-26,I178026,09843699902,Home,1,PKG,3771585,
6998230,20-Jan-2026,IR/52916/25-26,,ONEYPKGG00748300,In-Bond,"6,647",CTN,"872264188, 872264189, 872262390, 872262533, 872263364",
7002807,20-Jan-2026,IR/52917/25-26,S2501488774,EGLV140503297468,Home,554,CTN,"15287199-1, 15290005-1",
7002132,20-Jan-2026,IR/52918/25-26,536863174CHI,17621850544,Home,14,PKG,"25384, 25352",
7015898,21-Jan-2026,IR/52919/25-26,I189137,09831670472,Home,3,PKG,"395979325, 395979350",
7028537,21-Jan-2026,IR/52920/25-26,X6369504967,23588489730,Home,9,PKG,"21615050, 21613994, 21614045, 21614064, 21614074",
7191585,29-Jan-2026,IR/52921/25-26,"BKK1262219, BKK1262220","ONEYBKKFCK693500, ONEYBKKFCK693500",Home,184,PLT,"LED0126010033, LED26010001",
7039894,22-Jan-2026,IR/52922/25-26,I161805,17621570150,SEZ-Z,2,PKG,7055295,
7041782,22-Jan-2026,IR/52923/25-26,I161749,17621570150,SEZ-Z,4,PKG,"7055281, 7060224, 7074287, 7074288",
7081509,23-Jan-2026,IR/52924/25-26,S2501488813,EGLV140557372646,Home,"4,853",CTN,"15285613-1, 15285615-1, 15286989-1",
7125257,27-Jan-2026,IR/52925/25-26,I050731,21707727694,SEZ-T,3,PKG,1031145,
7038561,22-Jan-2026,IR/52926/25-26,I050734,21707727694,SEZ-T,3,PKG,1031141,
7038695,22-Jan-2026,IR/52927/25-26,I050735,21707727694,SEZ-T,3,PKG,1031143,
7398653,09-Feb-2026,IR/52928/25-26,SIN76031354,09830007390,SEZ-T,1,PKG,7074355,
7125258,27-Jan-2026,IR/52929/25-26,SIN76031434,23215594751,SEZ-T,3,PKG,7074485,
7127214,27-Jan-2026,IR/52930/25-26,,SINC40881,SEZ-Z,1,PLT,7074525,
7245136,02-Feb-2026,IR/52931/25-26,SIN76031432,23215594751,SEZ-T,1,PKG,7060220,
7136369,27-Jan-2026,IR/52932/25-26,,SINC40857,SEZ-Z,4,PLT,"7049085, 7049086, 7055280",
7062490,23-Jan-2026,IR/52933/25-26,I075376,61849698423,Home,3,PKG,"7079197, 7074312",
7360220,06-Feb-2026,IR/52934/25-26,20253205A,YMJAS450323807,Home,1,PLT,15284581-1,
7128760,27-Jan-2026,IR/52935/25-26,,SINC40889,SEZ-Z,1,PLT,7079196,
7097296,24-Jan-2026,IR/52936/25-26,TPKG7330255,MEDUEK952020,Home,"2,140",CTN,15290011-1,
7129304,27-Jan-2026,IR/52937/25-26,,SINC40888,SEZ-Z,1,PLT,7079246,
7129600,27-Jan-2026,IR/52938/25-26,,SINC40880,SEZ-Z,1,PLT,7074089,
7129882,27-Jan-2026,IR/52939/25-26,,SINC40884,SEZ-Z,1,PLT,7079193,
7038698,22-Jan-2026,IR/52940/25-26,I057383,22917792950,SEZ-T,3,PKG,1031153,
7038617,22-Jan-2026,IR/52941/25-26,I057381,22917792961,SEZ-T,3,PKG,1031151,
7130097,27-Jan-2026,IR/52942/25-26,,SINC40883,SEZ-Z,1,PLT,7074091,
7134208,27-Jan-2026,IR/52943/25-26,,SINC40887,SEZ-Z,1,PLT,7074360,
7134205,27-Jan-2026,IR/52944/25-26,,SINC40877,SEZ-Z,2,PLT,7071331,
7134211,27-Jan-2026,IR/52945/25-26,,SINC40886,SEZ-Z,3,PKG,7074484,
7147094,27-Jan-2026,IR/52946/25-26,,SINC40875,SEZ-Z,4,PKG,"7049083, 7072131",
7028365,21-Jan-2026,IR/52947/25-26,I196982,02048955745,Home,2,PKG,5314560789,
7068196,23-Jan-2026,IR/52948/25-26,4840753796,60752050460,SEZ-Z,1,PKG,260104214,
7068198,23-Jan-2026,IR/52949/25-26,4840753798,60752050460,SEZ-Z,1,PKG,260107688,
7068204,23-Jan-2026,IR/52950/25-26,412658849,15792685994,SEZ-Z,1,PKG,MTT-162860,
7058953,23-Jan-2026,IR/52951/25-26,SIN20049190,17624843103,Home,3,PKG,"621228264, 132758-21617186, 132678-21617187, 132311-21617193, 131922-21617194",
7033429,21-Jan-2026,IR/52952/25-26,1072035743,02071544723,Home,11,PKG,"99-00905226, 99-00905482, 99-00905784",
7068201,23-Jan-2026,IR/52953/25-26,412658850,15792685994,SEZ-Z,1,PKG,MTT-162861,
7068202,23-Jan-2026,IR/52954/25-26,412658854,15792685994,SEZ-Z,1,PKG,MTT-162862,
7068203,23-Jan-2026,IR/52955/25-26,412658851,15792685994,SEZ-Z,1,PKG,MTT-162863,
7068200,23-Jan-2026,IR/52956/25-26,412658852,15792685994,SEZ-Z,1,PKG,MTT-162858,
7068199,23-Jan-2026,IR/52957/25-26,412658853,15792685994,SEZ-Z,1,PKG,MTT-162859,
7033135,21-Jan-2026,IR/52958/25-26,1072039844,02071546506,Home,214,PKG,"99-00905477, 99-00905780, 99-00906272",
7031005,21-Jan-2026,IR/52959/25-26,S2601551927,72487314824,Home,18,PKG,"12-00200972, 12-00201023, 99-00905476",
7039072,22-Jan-2026,IR/52960/25-26,1072016674,17619444961,Home,135,PKG,"99-00905478, 99-00905781, 99-00905479, 99-00905563, 99-00905779",
7030658,21-Jan-2026,IR/52961/25-26,HEPGR00137,HBG2037391,Ex-Bond,51,PLT,"4890122137, 4890122886",
7038693,22-Jan-2026,IR/52962/25-26,I057376,22917792950,SEZ-T,3,PKG,1031146,
7038700,22-Jan-2026,IR/52963/25-26,I057380,22917792961,SEZ-T,3,PKG,1031150,
7094731,24-Jan-2026,IR/52964/25-26,251205810211,COSU6437043980,In-Bond,82,PKG,"100024256, 100024254",
7048185,22-Jan-2026,IR/52965/25-26,42J0360738,02041708833,Home,1,PKG,251204869,
7046360,22-Jan-2026,IR/52966/25-26,42J0360742,02041708833,Home,2,PKG,260108107,
7046356,22-Jan-2026,IR/52967/25-26,42J0360743,02041708833,Home,1,PKG,260108966,
7046643,22-Jan-2026,IR/52968/25-26,42J0360741,02041708833,Home,1,PKG,260105974,
7047269,22-Jan-2026,IR/52969/25-26,42J0360740,02041708833,Home,1,PKG,260105972,
7081189,23-Jan-2026,IR/52970/25-26,,OOLU2164924150,Home,24,PKG,1006093812,
7044313,22-Jan-2026,IR/52971/25-26,I161755,61849698611,SEZ-Z,1,PKG,6995798,
7044315,22-Jan-2026,IR/52972/25-26,I161717,61849698611,SEZ-Z,6,PKG,"7065117, 7070184, 7070188",
7081371,23-Jan-2026,IR/52973/25-26,HAJ00022224,50180185744,Home,9,PKG,"65488956, 5314560792",
7044140,22-Jan-2026,IR/52974/25-26,1072035751,02071546532,Home,97,PKG,"99-00905483, 99-00905785",
7070301,23-Jan-2026,IR/52975/25-26,I201671,09843699972,Home,1,PKG,3772036,
7045299,22-Jan-2026,IR/52976/25-26,I161719,17621570603,SEZ-Z,3,PKG,7079195,
7066236,23-Jan-2026,IR/52977/25-26,I199782,09843699972,Home,2,PKG,3771937,
7094109,24-Jan-2026,IR/52978/25-26,028715,23583573232,Ex-Bond,7,PKG,168401669,
7094101,24-Jan-2026,IR/52979/25-26,NL206009251,60751134090,Ex-Bond,1,PKG,100024423,
7068163,23-Jan-2026,IR/52980/25-26,,S328795413,Ex-Bond,1,UNT,90236359,
7052698,22-Jan-2026,IR/52981/25-26,42J0360739,02041708833,Home,1,PKG,251205011,
7197204,30-Jan-2026,IR/52982/25-26,BKK1262216,ONEYBKKFCK693500,Home,16,PLT,LED0126010032,
7223106,31-Jan-2026,IR/52983/25-26,,S328727797,Home,5,UNT,"128402, 128343, 128340, 128341, 128342",
7198385,30-Jan-2026,IR/52984/25-26,I057382,22917792972,SEZ-T,3,PKG,1031152,
7074693,23-Jan-2026,IR/52985/25-26,I220765,02048954651,Home,3,PKG,"395982814, 395982820",
7198997,30-Jan-2026,IR/52986/25-26,I057379,22917792972,SEZ-T,3,PKG,1031149,
7198384,30-Jan-2026,IR/52987/25-26,I057378,22917792972,SEZ-T,2,PKG,1031148,
7067472,23-Jan-2026,IR/52988/25-26,1072045470,17619445016,Home,39,PKG,"99-00905801, 99-00905925, 99-00906086, 99-00906249",
7186286,29-Jan-2026,IR/52989/25-26,TCMB7329131,OOLU2318436550,Home,"1,988",CTN,"15286767-4, 15286803-1, 15289540-1, 15289541-2, 15289586-1",
7140529,27-Jan-2026,IR/52990/25-26,MAD23520779,15743600771,Home,3,PKG,386328527,
7214365,30-Jan-2026,IR/52991/25-26,TCMB7327093,COAU7265519270,Home,974,CTN,"15282784-2, 15284210-1, 15285136-2, 15286767-3, 15289541-1",
7091960,24-Jan-2026,IR/52992/25-26,,EGLV140558210712,Home,"1,000",CTN,15291700-1,
7082404,23-Jan-2026,IR/52993/25-26,BSI26011451,20532939336,Home,1,PKG,ZP25-LSP17-0605,
7150441,28-Jan-2026,IR/52994/25-26,AAI0035688,17615752940,SEZ-Z,4,PKG,"7074491, 7074492",
7097140,24-Jan-2026,IR/52995/25-26,WAW18513196,15742677876,Home,1,PKG,1006128452,
,,IR/52996/25-26,541400517SIN,NOMAWB,Home,1,PKG,25382,
7146546,27-Jan-2026,IR/52997/25-26,8YY2303,21707657296,SEZ-Z,1,PKG,6993082,
7145846,27-Jan-2026,IR/52998/25-26,8YY2301,21707657300,SEZ-Z,1,PKG,7070167,
7146717,27-Jan-2026,IR/52999/25-26,8YY2300,21707657296,SEZ-Z,4,PKG,"7070185, 7070186",
7097143,24-Jan-2026,IR/53000/25-26,I232461,17624032680,Home,1,PKG,3772501,
7146236,27-Jan-2026,IR/53001/25-26,SIN76031549,23215594810,SEZ-Z,1,PKG,7074356,
7145825,27-Jan-2026,IR/53002/25-26,SIN76031548,23215594810,SEZ-Z,2,PKG,7074286,
7137692,27-Jan-2026,IR/53003/25-26,S2601566649,72487336491,Home,1,PKG,99-00906856,
7146242,27-Jan-2026,IR/53004/25-26,SIN76031550,23215594810,SEZ-Z,1,PKG,7074357,
7097142,24-Jan-2026,IR/53005/25-26,I223569,09843699924,Home,1,PKG,3772445,
7098985,24-Jan-2026,IR/53006/25-26,I221755,09843699924,Home,2,PKG,"3772405, 3772406",
7146304,27-Jan-2026,IR/53007/25-26,SIN76031551,23215594810,SEZ-Z,2,PKG,7074332,
7146605,27-Jan-2026,IR/53008/25-26,SIN76031541,09830045024,SEZ-Z,2,PKG,7074345,
7146379,27-Jan-2026,IR/53009/25-26,SIN76031546,23215594784,SEZ-Z,3,PKG,"7074342, 7074343",
7146400,27-Jan-2026,IR/53010/25-26,SIN76031547,23215594784,SEZ-Z,2,PKG,7074344,
7146547,27-Jan-2026,IR/53011/25-26,SIN76031545,23215594784,SEZ-Z,2,PKG,7074341,
7146779,27-Jan-2026,IR/53012/25-26,AAI0035712,17622924742,SEZ-Z,1,PKG,7044593,
7244069,01-Feb-2026,IR/53013/25-26,,HOEGG836XVMU0001,Home,7,UNT,"1004858717, 1004858715, 1004858710, 1004858709, 1004858708, 1004858706, 1004858705",
7137406,27-Jan-2026,IR/53014/25-26,I231079,09843700005,Home,1,PKG,3772499,
7138037,27-Jan-2026,IR/53015/25-26,I231080,09843700005,Home,2,PKG,3772500,
7165192,28-Jan-2026,IR/53016/25-26,X6369505007,60752456471,Home,16,PKG,"21621737, 21620762, 21620768, 21620814, 21620824, 21620833, 21621585",
7146870,27-Jan-2026,IR/53017/25-26,412658934,15792691874,SEZ-Z,1,PKG,MTT-163037,
7146778,27-Jan-2026,IR/53018/25-26,412658933,15792691874,SEZ-Z,1,PKG,MTT-163039,
7146977,27-Jan-2026,IR/53019/25-26,8YY2302,17621173552,SEZ-Z,1,PKG,6941430,
7146966,27-Jan-2026,IR/53020/25-26,412658932,15792691874,SEZ-Z,1,PKG,MTT-163038,
7147068,27-Jan-2026,IR/53021/25-26,I161456,21707128435,SEZ-Z,5,PKG,7079274,
7167700,28-Jan-2026,IR/53022/25-26,8YY2304,21707128435,SEZ-Z,1,PKG,6993083,
7167702,28-Jan-2026,IR/53023/25-26,4840754451,60752050493,SEZ-Z,2,PKG,260111995,
7147129,27-Jan-2026,IR/53024/25-26,AAI0035709,17622924731,SEZ-Z,1,PKG,7046087,
7138828,27-Jan-2026,IR/53025/25-26,45N0025908,61850555606,Home,1,PKG,0000737463,
7147175,27-Jan-2026,IR/53026/25-26,AAI0035708,17622924731,SEZ-Z,1,PKG,7046086,
7147189,27-Jan-2026,IR/53027/25-26,AAI0035707,17622924731,SEZ-Z,1,PKG,7046085,
7167698,28-Jan-2026,IR/53028/25-26,4840754414,60752050493,SEZ-Z,4,PKG,260111140,
7147026,27-Jan-2026,IR/53029/25-26,8YY2314,21707128435,SEZ-Z,1,PKG,6993069,
7164891,28-Jan-2026,IR/53030/25-26,8YY2316,21707128435,SEZ-Z,4,PKG,"7049136, 7049134, 7049133",
7140386,27-Jan-2026,IR/53031/25-26,,16007890956,Home,7,PKG,1006122390,
7164215,28-Jan-2026,IR/53032/25-26,UAF2601147,09830044173,Home,1,PKG,INV2512-002,
7164216,28-Jan-2026,IR/53033/25-26,UAF2601150,09830039925,Home,1,PKG,SI-0037450,
7164880,28-Jan-2026,IR/53034/25-26,8YY2305,21707657296,SEZ-Z,1,PKG,6993092,
7164882,28-Jan-2026,IR/53035/25-26,8YY2306,21707657296,SEZ-Z,2,PKG,7074327,
7164883,28-Jan-2026,IR/53036/25-26,8YY2309,21707657296,SEZ-Z,2,PKG,7074524,
7164888,28-Jan-2026,IR/53037/25-26,8YY2308,21707657296,SEZ-Z,1,PKG,7074526,
7164893,28-Jan-2026,IR/53038/25-26,8YY2307,21707657296,SEZ-Z,4,PKG,"7069173, 7071332",
7178100,29-Jan-2026,IR/53039/25-26,,ONEYPKGG00748300,Ex-Bond,"1,650",CTN,872263364,
7156986,28-Jan-2026,IR/53040/25-26,8YY2315,21707657300,SEZ-Z,1,PKG,6993068,
7165502,28-Jan-2026,IR/53041/25-26,8YY2317,21707657300,SEZ-Z,1,PKG,7074523,
7164879,28-Jan-2026,IR/53042/25-26,SIN76031554,23215594810,SEZ-Z,1,PKG,7074313,
7161155,28-Jan-2026,IR/53043/25-26,1072168394,15769177942,Home,5,UNT,103454683-1,
7161144,28-Jan-2026,IR/53044/25-26,1072168532,15769177953,Home,5,UNT,103454683-2,
7197203,30-Jan-2026,IR/53045/25-26,,ONEYTYOFQ6372300,Home,28,CAS,RAD005813001,
7176144,29-Jan-2026,IR/53046/25-26,4840755112,09843836306,SEZ-Z,4,PKG,260112505,
7181154,29-Jan-2026,IR/53047/25-26,1072171669,17619444972,Home,113,PKG,"99-00906494, 99-00906493, 99-00906770, 99-00906780",
7179650,29-Jan-2026,IR/53048/25-26,1072170445,02071546296,Home,15,PKG,"99-00906229, 99-00906499, 99-00906772",
7175650,29-Jan-2026,IR/53049/25-26,1072170444,02071546285,Home,170,PKG,"99-00906491, 99-00906771",
7170544,28-Jan-2026,IR/53050/25-26,8YY2318,21707657296,SEZ-Z,2,PKG,7074520,
7185688,29-Jan-2026,IR/53051/25-26,I246758,31295670853,Home,3,PKG,"395985499, 395985498, 395985494, 395985495, 395985496, 395985497, 395985501, 395985502",
7189275,29-Jan-2026,IR/53052/25-26,S2601564091,72487314835,Home,4,PKG,"12-00201229, 99-00906490, 99-00906728",
7184950,29-Jan-2026,IR/53053/25-26,BCN0299120,60752733380,Home,1,PKG,386333927,
7183398,29-Jan-2026,IR/53054/25-26,I234398,09831670376,Home,3,PKG,"395985373, 395985374, 395985376",
7227116,31-Jan-2026,IR/53055/25-26,,TSZX7314905,Home,936,CTN,15290162-1,
7230912,31-Jan-2026,IR/53056/25-26,BSL0096616,ONEYBASF06562800,Home,20,PLT,5314527833,
7202768,30-Jan-2026,IR/53057/25-26,JAE2600013,60752517964,Home,8,PKG,1006133494,
7231342,31-Jan-2026,IR/53058/25-26,BSL0096612,ONEYBASF06561700,Home,18,PLT,5314526679,
7231659,31-Jan-2026,IR/53059/25-26,BSL0094162,ONEYBASF06015800,Home,20,PLT,5314526736,
7202984,30-Jan-2026,IR/53060/25-26,16642323,75250036980,Home,1,PKG,7080254,
7294412,04-Feb-2026,IR/53061/25-26,,ONEYPENG00437600,Home,23,PLT,872295039,
7212768,30-Jan-2026,IR/53062/25-26,HAJ00022306,50180188636,Home,5,PKG,5314566519,
7213116,30-Jan-2026,IR/53063/25-26,1072170441,02014762506,Home,96,PKG,"99-00906500, 99-00906773, 99-00906838",
7188951,29-Jan-2026,IR/53064/25-26,SIN20049201,17624843173,Home,7,PKG,"132678-21623530, 132875-21623534, 131667-21623546, 621258514, 621258515",
7318748,05-Feb-2026,IR/53065/25-26,AAI0035641,17615752671,SEZ-T,1,PKG,7044589,
7293304,04-Feb-2026,IR/53066/25-26,412658851,15792685994,SEZ-T,1,PKG,MTT-162863,
7203067,30-Jan-2026,IR/53067/25-26,540984330CHI,17621850113,Home,5,PKG,25432,
7245137,02-Feb-2026,IR/53068/25-26,I057377,22917791034,SEZ-T,3,PKG,1031147,
7245138,02-Feb-2026,IR/53069/25-26,SIN76031490,09830008101,SEZ-T,3,PKG,"7060221, 7067091",
7235312,31-Jan-2026,IR/53070/25-26,,ONEYPKGF83879400,Home,"1,073",PKG,"872310798, 872310802, 872310797",
7293301,04-Feb-2026,IR/53071/25-26,AAI0035640,17615752671,SEZ-T,1,PKG,7044588,
7318745,05-Feb-2026,IR/53072/25-26,AAI0035642,17615752671,SEZ-T,1,PKG,7044591,
7422183,10-Feb-2026,IR/53073/25-26,AAI0035643,17615752671,SEZ-T,1,PKG,7009699,
7218106,30-Jan-2026,IR/53074/25-26,,ONEYPKGG00748300,Ex-Bond,"4,997",CTN,"872264188, 872264189, 872262390, 872262533",
7212058,30-Jan-2026,IR/53076/25-26,8YY2323,17624852273,SEZ-Z,4,PKG,"7049119, 7049120, 7049121",
7212060,30-Jan-2026,IR/53077/25-26,8YY2324,17624852273,SEZ-Z,1,PKG,6993071,
7213441,30-Jan-2026,IR/53078/25-26,8YY2325,17624852273,SEZ-Z,1,PKG,6993070,
7235500,31-Jan-2026,IR/53079/25-26,,251205810386,In-Bond,90,PKG,"100024345, 100024344",
7213445,30-Jan-2026,IR/53080/25-26,8YY2337,61849698600,SEZ-Z,4,PKG,7091072,
7271154,03-Feb-2026,IR/53081/25-26,I161719,17621570603,SEZ-T,3,PKG,7079195,
7271162,03-Feb-2026,IR/53082/25-26,I161717,61849698611,SEZ-T,6,PKG,"7065117, 7070184, 7070188",
7230125,31-Jan-2026,IR/53083/25-26,I279354,07158581434,Home,7,PKG,"395989661, 395989672, 395989673",
7398768,09-Feb-2026,IR/53084/25-26,I161749,17621570150,SEZ-T,4,PKG,"7055281, 7060224, 7074287, 7074288",
7257046,02-Feb-2026,IR/53085/25-26,S2501525252,SCLCMBNSA02328,Home,3,PLT,"15288772-1, 15280911-3, 15288993-1, 15291123-1",
7260617,02-Feb-2026,IR/53086/25-26,I269737,16006214751,Home,2,PKG,2960161269,
7304149,04-Feb-2026,IR/53087/25-26,I269856,16006214762,Home,1,PKG,2960161268,
7281882,03-Feb-2026,IR/53088/25-26,I269895,16006214784,Home,2,PKG,2960161270,
7230141,31-Jan-2026,IR/53089/25-26,JAE2600015,60752518001,Home,8,PKG,1006138999,
,,IR/53091/25-26,,SINC40881,SEZ-T,1,PLT,7074525,
7398654,09-Feb-2026,IR/53092/25-26,,SINC40857,SEZ-T,4,PLT,"7049085, 7049086, 7055280",
7293298,04-Feb-2026,IR/53093/25-26,,SINC40889,SEZ-T,1,PLT,7079196,
7260625,02-Feb-2026,IR/53094/25-26,X6369505005,23588489866,Home,7,PKG,"21627642, 21627654, 21628119, 21628121",
7293300,04-Feb-2026,IR/53095/25-26,,SINC40888,SEZ-T,1,PLT,7079246,
7293411,04-Feb-2026,IR/53096/25-26,,SINC40884,SEZ-T,1,PLT,7079193,
7337308,05-Feb-2026,IR/53097/25-26,STR26000689,05703069216,Home,1,PKG,TPO80604479,
7271156,03-Feb-2026,IR/53098/25-26,,SINC40887,SEZ-T,1,PLT,7074360,
7250519,02-Feb-2026,IR/53099/25-26,251105810312,RTM1557942,Ex-Bond,39,PLT,"100024145, 100024151",
7271160,03-Feb-2026,IR/53100/25-26,,SINC40877,SEZ-T,2,PLT,7071331,
7271161,03-Feb-2026,IR/53101/25-26,,SINC40883,SEZ-T,1,PLT,7074091,
7271157,03-Feb-2026,IR/53102/25-26,,SINC40886,SEZ-T,3,PKG,7074484,
7293306,04-Feb-2026,IR/53103/25-26,SIN76031546,23215594784,SEZ-T,3,PKG,"7074342, 7074343",
,,IR/53104/25-26,,,Home,,,2960161271,
7271153,03-Feb-2026,IR/53105/25-26,8YY2308,21707657296,SEZ-T,1,PKG,7074526,
7235840,31-Jan-2026,IR/53106/25-26,MAD23520887,17624897563,Home,6,PKG,386335153,
7271159,03-Feb-2026,IR/53107/25-26,SIN76031554,23215594810,SEZ-T,1,PKG,7074313,
7271152,03-Feb-2026,IR/53108/25-26,8YY2309,21707657296,SEZ-T,2,PKG,7074524,
7337306,05-Feb-2026,IR/53109/25-26,STR26000690,05703069216,Home,1,PKG,TPO80604477,
7261382,02-Feb-2026,IR/53110/25-26,887851893186,02350117690,Home,2,PKG,LF126010802,
7337312,05-Feb-2026,IR/53111/25-26,STR26000691,05703069216,Home,2,PKG,TPO80604458,
7281285,03-Feb-2026,IR/53112/25-26,DUS12025987,05703238082,In-Bond,2,PKG,32795628,
7283243,03-Feb-2026,IR/53113/25-26,HAJ00022321,NOMAWB,Home,6,PKG,"65492687, 5314568645",
7296279,04-Feb-2026,IR/53114/25-26,,21708128632,Home,8,PKG,"3418365MHTH1126, 3418139MHTH1127",
7293297,04-Feb-2026,IR/53115/25-26,4840753796,60752050460,SEZ-T,1,PKG,260104214,
7293302,04-Feb-2026,IR/53116/25-26,412658852,15792685994,SEZ-T,1,PKG,MTT-162858,
7293305,04-Feb-2026,IR/53117/25-26,412658853,15792685994,SEZ-T,1,PKG,MTT-162859,
7293303,04-Feb-2026,IR/53118/25-26,412658934,15792691874,SEZ-T,1,PKG,MTT-163037,
7293299,04-Feb-2026,IR/53119/25-26,4840754451,60752050493,SEZ-T,2,PKG,260111995,
7373872,07-Feb-2026,IR/53120/25-26,S2501505270,COAU7264975130,Home,5,PLT,15288481-1,
7314755,04-Feb-2026,IR/53121/25-26,,CJDOEL26PKL000024,Home,24,PLT,"872315375, 872315376",
7313527,04-Feb-2026,IR/53122/25-26,,BKK1262881,Home,10,PLT,LED0126010065,
7313782,04-Feb-2026,IR/53123/25-26,,"BKK1262882, BKK1262884",Home,258,PLT,"LED0126010066, LED26010003",
7320088,05-Feb-2026,IR/53124/25-26,8YY2349,17621173563,SEZ-Z,6,PKG,"7091377, 7091378",
7318742,05-Feb-2026,IR/53125/25-26,412658854,15792685994,SEZ-T,1,PKG,MTT-162862,
7318744,05-Feb-2026,IR/53126/25-26,4840753798,60752050460,SEZ-T,1,PKG,260107688,
7398767,09-Feb-2026,IR/53127/25-26,412658849,15792685994,SEZ-T,1,PKG,MTT-162860,
7313252,04-Feb-2026,IR/53128/25-26,,BKK1262883,Home,4,PLT,LED0126010067,
7398764,09-Feb-2026,IR/53129/25-26,412658850,15792685994,SEZ-T,1,PKG,MTT-162861,
,,IR/53130/25-26,I161755,61849698611,SEZ-T,1,PKG,6995798,
7511505,13-Feb-2026,IR/53131/25-26,,HOEG0J97BRMU0101,Home,3,UNT,"1004970478, 1004900456, 1004899228",
7460117,11-Feb-2026,IR/53132/25-26,,HOEGID20SOMU2101,Home,2,UNT,"1230452964, 1230452181",
7460119,11-Feb-2026,IR/53133/25-26,,HOEGID20BRMU0102,Home,8,UNT,"1004742933, 1004739484, 1004739328, 1004738358, 1004738185, 1004737363, 1004735996, 1004734525",
7461792,11-Feb-2026,IR/53134/25-26,,HOEGID20BRMU0101,Home,7,UNT,"1004790619, 1004782434, 1004781715, 1004773830, 1004765701, 1004765443, 1004760905",
7518633,14-Feb-2026,IR/53135/25-26,,HOEG0J97SOMU2101,Home,77,UNT,"1230457082, 1230457011, 1230456878, 1230456642, 1230456641, 1230454766, 1230454743, 1230454340, 1230454286, 1230454137 ...+67 more",
7398766,09-Feb-2026,IR/53136/25-26,412658933,15792691874,SEZ-T,1,PKG,MTT-163039,
7398655,09-Feb-2026,IR/53137/25-26,412658932,15792691874,SEZ-T,1,PKG,MTT-163038,
7337302,05-Feb-2026,IR/53138/25-26,HAJ00022330,NOMAWB,Home,1,PKG,5314568761,
7293412,04-Feb-2026,IR/53139/25-26,,SINC40880,SEZ-T,1,PLT,7074089,
7384072,07-Feb-2026,IR/53140/25-26,,05701558152,Home,3,PKG,5314570982,
7422184,10-Feb-2026,IR/53141/25-26,,SINC40875,SEZ-T,4,PKG,"7049083, 7072131",
7306981,04-Feb-2026,IR/53142/25-26,S01482721,23588434415,Home,1,PKG,50363,
7318741,05-Feb-2026,IR/53143/25-26,4840754414,60752050493,SEZ-T,4,PKG,260111140,
7333798,05-Feb-2026,IR/53144/25-26,S2501520460,A17FX28540,Home,1,PLT,15286150-1,
7318747,05-Feb-2026,IR/53145/25-26,4840755112,09843836306,SEZ-T,4,PKG,260112505,
7318749,05-Feb-2026,IR/53146/25-26,8YY2314,21707128435,SEZ-T,1,PKG,6993069,
7318750,05-Feb-2026,IR/53147/25-26,8YY2316,21707128435,SEZ-T,4,PKG,"7049136, 7049134, 7049133",
,,IR/53148/25-26,,,Home,,,,
7318746,05-Feb-2026,IR/53150/25-26,SIN76031549,23215594810,SEZ-T,1,PKG,7074356,
7312873,04-Feb-2026,IR/53151/25-26,I302660,17624034135,Home,1,PKG,3773405,
7460106,11-Feb-2026,IR/52631/25-26,,HOEGID20BRMU0103,Home,1,UNT,7T01822,
7422197,10-Feb-2026,IR/53152/25-26,AAI0035712,17622924742,SEZ-T,1,PKG,7044593,
7308071,04-Feb-2026,IR/53153/25-26,SOTA00488359,15769242202,Home,1,PKG,4600493,
7322500,05-Feb-2026,IR/53154/25-26,1072327973,02071546930,Home,481,PKG,"99-00907416, 99-00907696, 99-00907415, 99-00907695",
7324683,05-Feb-2026,IR/53155/25-26,1072326673,02071546941,Home,10,PKG,"99-00907429, 99-00907701",
